Country,Biome,Site,Latitude,Longitude,Altitude,Atm_Press,Responsible,Species,Family,Genus,PFT_LPJ,PFT_Sheffield,PFT_JULES,PFT_Wright,PFT_JULES2,PFT_Exeter,H.sphere,Temp.class,Aa_sat,gs_sat,Ci_sat,LfT_sat,Rdark_a,LfT_Rdark,Am_sat,Rdark_m,FixedQ10,varQ10,Rdarka_25C_FixedQ10,Rdarkm_25C_FixedQ10,Rdarka_TWQ.T_FixedQ10,Rdarka_25C_varQ10,Rdarkm_25C_varQ10,Rdarka_MeasMonth.T_varQ10,Rdarkm_MeasMonth.T_varQ10,Rdarka_TWQ.T_varQ10,Rdarkm_TWQ.T_varQ10,Leaf_Nm,Leaf_Pm,Leaf_Na,Leaf_Pa,LMA,Vcmax_a_LfT,Vcmax_a_25,Vcmax_m_25,Rdarka:Vcmax_LfT,Rdarka:Vcmax_25C_varQ10,MAT,MeanT_WarmestQtr,Annual_Precip,Precip_Warmest_Qtr,Measuring_Month_MeanT,ai_yr,pet_yr
USA-WI,TeG,Reichetal_Wisconsin,42.5,-90,275,98.07,Wright,Populus tremuloides,Salicaceae,Populus,TmpDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,4th~20to25,11.90,0.431,285.0,25,1.84,25,142.0,22.3,2.23,2.02,1.84,22.3,1.31,1.84,22.3,NA,NA,1.36,16.5,22.10,NA,1.83,NA,82.6,56.5,56.5,683.7,0.03,0.03,7.8,20.7,884,315,NA,0.925,956
USA-WI,TeG,Reichetal_Wisconsin,42.5,-90,275,98.07,Wright,Quercus ellipsoidalis,Fagaceae,Quercus,TmpDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,4th~20to25,13.20,NA,NA,25,1.38,25,125.0,13.1,2.23,2.02,1.38,13.1,0.98,1.38,13.1,NA,NA,1.02,9.7,21.00,NA,2.21,NA,105.3,NA,NA,NA,NA,NA,7.8,20.7,884,315,NA,0.925,956
USA-WI,TeG,Reichetal_Wisconsin,42.5,-90,275,98.07,Wright,Sanguinaria canadensis,Papaveraceae,Sanguinaria,TmpH,C3H,C3H,AnC3H,C3H,C3H,North,4th~20to25,7.90,0.208,259.0,25,2.02,25,255.0,65.0,2.23,2.02,2.02,65.0,1.43,2.02,65.0,NA,NA,1.50,48.1,53.60,NA,1.67,NA,31.2,44.4,44.4,1426.0,0.05,0.05,7.8,20.7,884,315,NA,0.925,956
USA-WI,TeG,Reichetal_Wisconsin,42.5,-90,275,98.07,Wright,Silphium integrifolium,Asteraceae,Silphium,TmpH,C3H,C3H,AnC3H,C3H,C3H,North,4th~20to25,10.00,0.478,301.0,25,1.64,25,116.0,19.1,2.23,2.02,1.64,19.1,1.16,1.64,19.1,NA,NA,1.22,14.1,16.60,NA,1.43,NA,86.0,45.7,45.7,531.1,0.04,0.04,7.8,20.7,884,315,NA,0.925,956
USA-WI,TeG,Reichetal_Wisconsin,42.5,-90,275,98.07,Wright,Silphium terebinthinaceum,Asteraceae,Silphium,TmpH,C3H,C3H,AnC3H,C3H,C3H,North,4th~20to25,13.45,0.615,300.0,25,1.32,25,175.0,17.6,2.23,2.02,1.32,17.6,0.94,1.32,17.6,NA,NA,0.98,13.0,14.40,NA,1.08,NA,75.2,58.1,58.1,773.0,0.02,0.02,7.8,20.7,884,315,NA,0.925,956
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Alphitonia whitei,Rhamnaceae,Alphitonia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,8.78,0.162,279.9,24.6375,0.73,23.5325,74.3,6.0,2.23,2.0475,0.80,6.6,0.73,0.80,6.5,0.48,3.9,0.73,6.0,17.74,1.25,2.30,155,129.7,37.9,39.4,331.3,0.02,0.02,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Alstonia muelleriana,Apocynaceae,Alstonia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,6.90,0.104,278.2,24.64333333,1.14,23.25,81.0,13.8,2.23,2.05,1.34,16.0,1.22,1.32,15.8,0.79,9.5,1.20,14.5,23.61,1.53,1.93,130,82.7,33.2,33.8,398.3,0.04,0.04,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Argyrodendro trifoliolatum,Euphorbiaceae,Argyrodendron,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,4.21,0.043,213.3,24.21,0.43,23.475,39.9,3.7,2.23,2.045,0.49,4.1,0.45,0.48,4.0,0.29,2.4,0.45,3.7,18.25,1.20,2.14,155,121.6,23.8,25.5,227.6,0.02,0.02,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Cardwellia sublimis,Proteaceae,Cardwellia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,7.69,0.154,259.7,24.7375,0.67,22.795,71.2,6.1,2.23,2.0625,0.75,6.9,0.68,0.74,6.8,0.45,4.1,0.68,6.3,15.30,1.22,1.59,133,104.5,34.9,36.2,343.3,0.02,0.02,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Ceratopetalum succirubrum,Cunoniaceae,Ceratopetalum,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,3.91,0.059,271.4,23.97333333,0.64,22.75666667,31.5,5.2,2.23,2.063333333,0.78,6.2,0.71,0.77,6.1,0.46,3.7,0.70,5.6,12.17,0.98,1.52,127,126.9,18.3,20.3,166.5,0.04,0.04,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Cryptocarya mackinnoniana,Lauraceae,Cryptocarya,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,7.73,0.133,258.4,24.85,1.24,22.695,39.8,6.3,2.23,2.065,1.53,7.8,1.39,1.50,7.6,0.90,4.6,1.38,7.0,15.52,1.47,3.01,285,193.6,40.3,40.9,211.8,0.03,0.04,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Daphnandra repandula,Atherospermataceae,Daphnandra,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,4.00,0.050,246.9,25.0775,0.81,23.5025,66.6,12.7,2.23,2.0475,0.92,14.4,0.83,0.90,14.2,0.55,8.5,0.83,13.0,27.27,1.83,1.70,115,62.3,23.2,23.0,382.9,0.04,0.05,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Doryphora aromatica,Atherospermataceae,Doryphora,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,2.84,0.030,231.6,24.075,1.13,22.63,27.0,10.9,2.23,2.065,1.39,13.5,1.26,1.36,13.2,0.81,7.9,1.25,12.1,19.57,1.43,2.02,150,104.1,18.4,20.0,191.5,0.07,0.08,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Ficus leptoclada,Moraceae,Ficus,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,4.12,0.102,309.8,24.25,1.14,22.175,35.2,9.8,2.23,2.075,1.44,12.3,1.31,1.41,12.0,0.84,7.2,1.29,11.0,21.36,1.47,2.48,178,115.9,19.2,20.9,181.0,0.07,0.08,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Flindersia bourjotiana,Rutaceae,Flindersia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,3.92,0.080,287.1,25.03,0.74,23.75,29.7,5.5,2.23,2.043333333,0.83,6.1,0.75,0.82,6.0,0.49,3.6,0.75,5.5,15.99,1.49,2.13,200,134.9,19.2,19.0,148.1,0.05,0.05,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Gillbeea adenopetala,Cunoniaceae,Gillbeea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,6.20,0.112,281.9,25.032,0.81,23.762,48.3,6.3,2.23,2.042,0.88,6.8,0.80,0.87,6.7,0.53,4.1,0.80,6.2,11.92,1.28,1.53,168,129.1,30.4,29.3,228.7,0.03,0.03,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Litsea leefeana,Lauraceae,Litsea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,5.85,0.077,249.4,24.61666667,1.00,22.08666667,46.3,7.6,2.23,2.08,1.26,9.6,1.15,1.24,9.4,0.74,5.6,1.14,8.7,17.44,1.29,2.22,163,125.7,30.9,31.8,250.1,0.03,0.04,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Myristica globosa,Myristicaceae,Myristica,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,4.61,0.044,202.2,25.55,0.60,23.325,45.0,5.7,2.23,2.05,0.69,6.6,0.63,0.68,6.5,0.41,3.9,0.63,6.0,18.81,1.23,2.01,130,105.9,29.3,28.1,272.0,0.02,0.02,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Polyscias elegans,Araliaceae,Polyscias,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,7.18,0.114,271.8,24.46,0.85,23.318,62.9,7.4,2.23,2.052,0.99,8.7,0.90,0.98,8.6,0.59,5.1,0.89,7.9,16.23,1.03,2.03,132,124.7,33.5,35.0,307.7,0.03,0.03,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Prunus turneriana,Rosaceae,Prunus,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,9.55,0.164,260.4,24.622,0.65,22.73,84.6,5.5,2.23,2.064,0.78,6.7,0.71,0.77,6.6,0.46,3.9,0.70,6.0,16.15,1.32,2.01,162,124.7,42.3,44.4,395.6,0.02,0.02,21,23.8,2140,954,17.9,1.471,1455
Australia-FNQ,TrRF_lw,RobCk-TERN,-17.1195,145.6323,728,92.95,Weerasinghe,Syzgium johnsonii,Myrtaceae,Syzygium,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,4th~20to25,2.04,0.029,266.1,23.73,0.45,23.43333333,18.9,4.0,2.23,2.05,0.52,4.6,0.48,0.52,4.5,0.31,2.7,0.48,4.2,10.37,1.08,1.15,120,110.3,10.2,11.5,106.4,0.04,0.05,21,23.8,2140,954,17.9,1.471,1455
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Aporosa grandistipula,Euphorbiaceae,Aporosa,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.97,0.076,370.9,31,2.28,31,57.6,44.1,2.23,1.89,1.41,27.3,1.67,1.56,30.2,NA,NA,1.78,34.5,12.45,0.80,0.64,40,51.7,23.4,14.0,270.2,0.10,0.11,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Aporosa lucida,Phyllanthaceae,Aporosa,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.68,0.053,267.8,31,1.88,31,56.6,39.8,2.23,1.89,1.16,24.6,1.38,1.29,27.2,NA,NA,1.47,31.1,13.70,0.87,0.65,40,47.3,27.7,16.6,350.1,0.07,0.08,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Cleistanthus baramicus,Euphorbiaceae,Cleistanthus,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.55,0.054,257.9,31,2.11,31,63.0,52.0,2.23,1.89,1.30,32.2,1.54,1.44,35.6,NA,NA,1.64,40.6,18.17,0.55,0.74,20,40.4,29.4,17.6,434.0,0.07,0.08,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Cleistanthus paxii,Euphorbiaceae,Cleistanthus,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,4.36,0.159,330.1,31,2.24,31,109.8,56.3,2.23,1.89,1.38,34.8,1.63,1.53,38.5,NA,NA,1.75,44.0,17.27,0.62,0.69,20,39.7,32.7,19.5,491.0,0.07,0.08,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Dacryodes laxa,Burseraceae,Dacryodes,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,3.56,0.082,253.3,31,2.19,31,71.5,44.0,2.23,1.89,1.35,27.2,1.60,1.49,30.0,NA,NA,1.71,34.3,12.30,0.59,0.61,30,49.7,37.0,22.1,444.1,0.06,0.07,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Dacryodes rostrata,Burseraceae,Dacryodes,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,3.87,0.102,340.2,31,2.24,31,88.2,51.0,2.23,1.89,1.38,31.5,1.64,1.53,34.8,NA,NA,1.75,39.8,14.46,0.60,0.63,30,43.9,29.4,17.6,400.0,0.08,0.09,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Diospyros curranii,Ebenaceae,Diospyros,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,5.91,0.157,367.0,31,2.27,31,136.0,52.2,2.23,1.89,1.40,32.3,1.66,1.55,35.7,NA,NA,1.77,40.8,9.64,0.61,0.42,30,43.4,36.7,21.9,504.7,0.06,0.07,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Diospyros fusiformis,Ebenaceae,Diospyros,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.58,0.065,250.2,31,2.13,31,50.8,41.8,2.23,1.89,1.31,25.8,1.55,1.45,28.6,NA,NA,1.66,32.6,11.32,1.09,0.58,60,50.9,30.7,18.3,360.5,0.07,0.08,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Dipterocarpus acutangulus,Dipterocarpaceae,Dipterocarpus,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.64,0.079,274.2,31,1.99,31,50.0,37.7,2.23,1.89,1.23,23.3,1.46,1.36,25.8,NA,NA,1.56,29.5,11.47,1.18,0.61,60,52.8,27.5,16.4,311.0,0.07,0.08,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Dipterocarpus applanatus,Dipterocarpaceae,Dipterocarpus,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,3.92,0.114,344.7,31,2.10,31,87.7,47.0,2.23,1.89,1.30,29.0,1.53,1.43,32.1,NA,NA,1.64,36.7,13.84,0.80,0.62,40,44.7,28.6,17.1,382.2,0.07,0.08,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Litsea accedens,Lauraceae,Litsea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.89,0.044,214.6,31,1.96,31,52.5,35.6,2.23,1.89,1.21,22.0,1.43,1.34,24.3,NA,NA,1.53,27.8,12.85,0.63,0.71,30,55.1,37.4,22.3,405.4,0.05,0.06,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Litsea lancifolia,Lauraceae,Litsea,TrpEvBl,EvBl,S,AnEvBlS,EvS,SEv,North,5th~25plus,3.60,0.105,321.9,31,2.10,31,70.2,41.0,2.23,1.89,1.30,25.3,1.54,1.44,28.0,NA,NA,1.64,32.0,16.38,0.68,0.84,30,51.3,28.9,17.3,336.6,0.07,0.08,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Madhuca mindanaensis,Sapotaceae,Madhuca,TrpDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTrp,North,5th~25plus,2.01,0.068,352.2,31,2.17,31,30.3,32.7,2.23,1.89,1.34,20.2,1.59,1.48,22.4,NA,NA,1.69,25.5,13.71,1.04,0.91,70,66.4,19.5,11.6,175.3,0.11,0.13,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Madhuca pallida,Sapotaceae,Madhuca,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,3.17,0.070,244.3,31,2.09,31,47.8,31.5,2.23,1.89,1.29,19.5,1.53,1.43,21.6,NA,NA,1.63,24.6,13.75,0.48,0.91,30,66.3,35.2,21.0,317.1,0.06,0.07,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Mallotus caudatus,Euphorbiaceae,Mallotus,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,3.21,0.128,354.4,31,2.22,31,99.5,68.7,2.23,1.89,1.37,42.5,1.62,1.51,47.0,NA,NA,1.73,53.7,16.36,1.00,0.53,30,32.2,25.1,15.0,465.6,0.09,0.10,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Mallotus griffithianus,Euphorbiaceae,Mallotus,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.51,0.075,285.2,31,2.14,31,52.0,44.4,2.23,1.89,1.32,27.4,1.57,1.46,30.3,NA,NA,1.67,34.7,13.53,0.53,0.65,30,48.2,26.5,15.8,328.4,0.08,0.09,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Nephelium daedaleum,Sapindaceae,Nephelium,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.76,0.061,259.6,31,2.11,31,50.5,38.6,2.23,1.89,1.30,23.9,1.54,1.44,26.4,NA,NA,1.65,30.2,11.40,0.79,0.62,40,54.6,30.6,18.3,334.2,0.07,0.08,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Nephelium ramboutan,Sapindaceae,Nephelium,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,5.35,0.160,355.0,31,2.30,31,132.1,56.8,2.23,1.89,1.42,35.1,1.68,1.57,38.8,NA,NA,1.80,44.3,17.32,0.67,0.70,30,40.5,35.4,21.2,522.1,0.07,0.07,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Pentace borneensis,Tiliaceae,Pentace,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,3.28,0.108,283.5,31,2.12,31,58.8,37.9,2.23,1.89,1.31,23.4,1.55,1.45,25.9,NA,NA,1.65,29.6,13.81,0.79,0.77,40,55.8,31.0,18.5,331.2,0.07,0.08,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Pentace laxifolia,Tiliaceae,Pentace,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,5.30,0.186,348.8,31,1.96,31,185.0,68.4,2.23,1.89,1.21,42.3,1.43,1.34,46.8,NA,NA,1.53,53.4,17.17,0.84,0.49,20,28.6,34.1,20.4,711.7,0.06,0.07,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Ryparosa hirsuta,Flacourtiaceae,Ryparosa,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.20,0.055,280.2,31,2.20,31,43.0,42.9,2.23,1.89,1.36,26.5,1.61,1.50,29.3,NA,NA,1.71,33.5,14.68,0.62,0.75,30,51.2,25.5,15.2,297.9,0.09,0.10,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Ryparosa hullettii,Flacourtiaceae,Ryparosa,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,3.54,0.129,323.7,31,2.09,31,87.0,51.4,2.23,1.89,1.29,31.7,1.53,1.43,35.1,NA,NA,1.63,40.1,20.94,1.01,0.85,40,40.6,28.4,16.9,416.7,0.07,0.08,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Shorea falciferoides,Dipterocarpaceae,Shorea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,3.13,0.065,247.0,31,2.20,31,52.3,36.7,2.23,1.89,1.36,22.7,1.61,1.50,25.1,NA,NA,1.72,28.7,12.93,0.53,0.77,30,59.9,35.3,21.1,351.5,0.06,0.07,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Shorea leprosula,Dipterocarpaceae,Shorea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,5.93,0.165,330.2,31,2.25,31,174.5,66.1,2.23,1.89,1.39,40.9,1.64,1.54,45.2,NA,NA,1.76,51.6,19.73,0.82,0.67,30,34.0,40.5,24.2,711.3,0.06,0.06,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Shorea multiflora,Dipterocarpaceae,Shorea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.35,0.044,247.8,31,2.06,31,42.8,37.4,2.23,1.89,1.27,23.1,1.50,1.40,25.6,NA,NA,1.60,29.2,14.38,0.74,0.79,40,54.9,29.0,17.3,315.5,0.07,0.08,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Shorea xanthophylla,Dipterocarpaceae,Shorea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,3.06,0.077,351.8,31,2.66,31,51.1,44.4,2.23,1.89,1.64,27.5,1.95,1.82,30.4,NA,NA,2.08,34.7,13.98,0.58,0.84,30,59.9,26.7,16.0,266.3,0.10,0.11,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Teijsmanniodendron holophyllum,Lamiaceae,Teijsmanniodendron,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.87,0.161,298.7,31,1.94,31,42.8,28.9,2.23,1.89,1.20,17.9,1.42,1.32,19.8,NA,NA,1.51,22.6,12.31,0.64,0.82,40,66.9,26.2,15.6,233.4,0.07,0.08,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Teijsmanniodendron pteropodum,Lamiaceae,Teijsmanniodendron,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,4.30,0.150,330.1,31,2.22,31,92.9,48.1,2.23,1.89,1.37,29.7,1.63,1.52,32.8,NA,NA,1.74,37.5,14.05,0.77,0.65,40,46.2,32.3,19.3,416.8,0.07,0.08,26.7,27.1,2471,501,NA,1.638,1509
Malaysia-Borneo,TrRF_lw,Sepilok_Forest_Reserve__Malaysian_Borneo,5.16,117.9,20,101.09,Swaine,Urophyllum griffithianum,Rubiaceae,Urophyllum,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.19,0.090,342.5,31,2.37,31,67.1,72.6,2.23,1.89,1.47,44.9,1.73,1.62,49.6,NA,NA,1.85,56.7,20.26,0.73,0.66,20,32.7,21.8,13.0,399.0,0.11,0.12,26.7,27.1,2471,501,NA,1.638,1509
Russia-Siberia,BF,Spasskaya Pad_Arid,62.2518,129.6208,218,98.74,Zaragoza-Castells,Betula platyphylla,Betulaceae,Betula,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,10.87,0.152,244.2,22.8025,0.92,23.119375,169.7,14.3,2.23,2.054375,0.94,14.8,0.44,0.96,15.0,0.44,6.8,0.48,7.6,17.13,3.48,1.09,210,64.0,52.0,60.9,951.5,0.02,0.02,-10.8,15.4,254,122,13.9,0.458,554
